"X","Y","juos","elev","slp","asp","point.ID","poly.ID","mukey","taxorder","taxsuborde","taxgrtgrou","taxsubgrp","subord","grtgrp","c_order","c_sbord","c_ggrp","phmin","phave","phmax","frag3to10","sieveno4","sieveno10","sieveno40","sieveno200","sand","silt","clay","omr","dryweight","ksat","awc","wsat","minalogy","reaction","ph_ave","frag_3to10","sieve_4","sieve_10","sieve_40","sieve_200","sand_txt","silt_txt","clay_txt","orgmat","dwieght","ksat_txt","awc_txt","wsat_txt","minerals","calcereous"
-108.254987,38.322945,0,2943,4.93325805664062,214.93327331543,887,962,"659550","Mollisols","Cryolls","Argicryolls","Vertic Argicryolls","Cry","Arg",107,107,103,560,666,780,17,78,75,67,51,36,34,30,220,156,282,18,41,"smectitic",NA,"666","17","78","75","67","51","36","34","30","220","156","282","18","41","smectitic",NA
-107.745912,38.322781,1,2058,3.2138454914093,278.714721679688,888,964,"659554","Inceptisols","Ustepts","Calciustepts","Lithic Calciustepts","Ust","Cal",106,125,104,610,755,840,5,90,86,75,57,42,30,28,160,142,917,16,41,"mixed","calcareous","755","5","90","86","75","57","42","30","28","160","142","917","16","41","mixed","calcareous"
-107.631872,38.325542,0,3185,9.73156452178955,45,889,1125,"659556","Alfisols","Cryalfs","Haplocryalfs","Mollic Haplocryalfs","Cry","Hap",101,107,120,450,631,730,29,69,64,59,45,39,35,26,64,0,42300,0,0,"mixed",NA,"631","29","69","64","59","45","39","35","26","64",NA,"42300","0","na","mixed",NA
-107.917325,38.318659,1,2286,3.31886982917786,25.371561050415,890,964,"659554","Inceptisols","Ustepts","Calciustepts","Lithic Calciustepts","Ust","Cal",106,125,104,610,755,840,5,90,86,75,57,42,30,28,160,142,917,16,41,"mixed","calcareous","755","5","90","86","75","57","42","30","28","160","142","917","16","41","mixed","calcareous"
-111.229481,38.309715,0,1800,2.99164772033691,141.2939453125,891,1164,"674534",NA,NA,NA,NA,"non","non",100,100,100,740,817,900,4,92,89,71,34,74,17,9,67,0,0,0,0,"mixed","calcareous","817","4","92","89","71","34","74","17","9","67",NA,NA,NA,"na","mixed","calcareous"
-111.057909,38.309924,0,1517,1.37985897064209,17.6222972869873,892,431,"674530","Entisols","Psamments","Torripsamments","Typic Torripsamments","Psa","Tor",104,116,131,740,838,900,5,91,89,69,38,65,23,12,50,162,9174,7,39,"mixed","calcareous","838","5","91","89","69","38","65","23","12","50","162","9174","7","39","mixed","calcareous"
-110.886335,38.309884,0,1452,1.09393858909607,323.049072265625,893,433,"674531","Entisols","Orthents","Torriorthents","Typic Torriorthents","Ort","Tor",104,115,131,740,842,960,1,89,85,70,47,55,26,20,48,140,91,15,43,"mixed","calcareous","842","1","89","85","70","47","55","26","20","48","140","91","15","43","mixed","calcareous"
-110.257256,38.307586,0,1800,2.11250400543213,38.7580871582031,894,564,"674534",NA,NA,NA,NA,"non","non",100,100,100,740,817,900,4,92,89,71,34,74,17,9,67,0,0,0,0,"mixed","calcareous","817","4","92","89","71","34","74","17","9","67",NA,NA,NA,"na","mixed","calcareous"
-109.971348,38.305426,0,1441,6.95992946624756,49.7561988830566,895,571,"674533",NA,NA,NA,NA,"non","non",100,100,100,740,828,900,2,91,85,69,50,52,28,19,65,0,0,0,0,"mixed","calcareous","828","2","91","85","69","50","52","28","19","65",NA,NA,NA,"na","mixed","calcareous"
-109.79982,38.303797,0,1433,7.67577314376831,159.531311035156,896,1243,"674477",NA,NA,NA,NA,"non","non",100,100,100,740,860,960,8,80,76,57,40,58,23,19,75,0,0,0,0,"mixed","calcareous","860","8","80","76","57","40","58","23","19","75",NA,NA,NA,"na","mixed","calcareous"
-109.685477,38.30257,0,1482,10.896598815918,8.18694305419922,897,945,"674479","Entisols","Orthents","Torriorthents","Ustic Torriorthents","Ort","Tor",104,115,131,740,844,900,33,77,59,48,27,63,19,18,112,160,7762,5,18,"not used",NA,"844","33","77","59","48","27","63","19","18","112","160","7762","5","18","not used",NA
-109.11389,38.294563,1,2229,2.90128612518311,221.975860595703,898,697,"659520",NA,NA,NA,NA,"non","non",100,100,100,740,832,900,25,83,70,62,39,54,25,21,200,0,0,0,0,"not used",NA,"832","25","83","70","62","39","54","25","21","200",NA,NA,NA,"na","not used",NA
-108.999594,38.292922,1,2214,0.685853183269501,11.0564126968384,899,697,"659520",NA,NA,NA,NA,"non","non",100,100,100,740,832,900,25,83,70,62,39,54,25,21,200,0,0,0,0,"not used",NA,"832","25","83","70","62","39","54","25","21","200",NA,NA,NA,"na","not used",NA
-108.77106,38.2887,1,1748,11.7388362884521,188.709365844727,900,992,"659558","Entisols","Orthents","Ustorthents","Torrertic Ustorthents","Ort","Ust",104,115,137,660,851,960,0,98,96,87,70,34,34,32,105,161,91,13,48,"smectitic","calcareous","851","0","98","96","87","70","34","34","32","105","161","91","13","48","smectitic","calcareous"
-108.65717,38.286434,1,1583,1.56038701534271,274.834411621094,901,1124,"659553","Entisols","Orthents","Torriorthents",NA,"Ort","Tor",104,115,131,740,804,840,12,88,83,78,68,29,35,36,112,154,282,12,38,"not used","calcareous","804","12","88","83","78","68","29","35","36","112","154","282","12","38","not used","calcareous"
-108.428248,38.281725,1,1880,4.99485635757446,221.993789672852,902,985,"659531","Aridisols","Argids","Haplargids","Ustic Haplargids","Arg","Hap",103,104,120,660,792,900,1,96,96,82,53,59,24,17,87,141,2822,16,46,"mixed",NA,"792","1","96","96","82","53","59","24","17","87","141","2822","16","46","mixed",NA
-108.085689,38.273663,0,2949,0.563274145126343,200.924499511719,903,659,"659557","Inceptisols","Cryepts","Eutrocryepts","Typic Eutrocryepts","Cry","Eut",106,107,114,450,596,730,30,68,62,54,36,53,26,21,93,178,917,5,0,"mixed",NA,"596","30","68","62","54","36","53","26","21","93","178","917","5","na","mixed",NA
-107.97254,38.272466,0,2613,3.05567932128906,41.5131683349609,904,962,"659550","Mollisols","Cryolls","Argicryolls","Vertic Argicryolls","Cry","Arg",107,107,103,560,666,780,17,78,75,67,51,36,34,30,220,156,282,18,41,"smectitic",NA,"666","17","78","75","67","51","36","34","30","220","156","282","18","41","smectitic",NA
-107.801362,38.276473,1,2279,2.4905264377594,349.806518554688,905,964,"659554","Inceptisols","Ustepts","Calciustepts","Lithic Calciustepts","Ust","Cal",106,125,104,610,755,840,5,90,86,75,57,42,30,28,160,142,917,16,41,"mixed","calcareous","755","5","90","86","75","57","42","30","28","160","142","917","16","41","mixed","calcareous"
-111.45796,38.263985,0,2202,3.42005085945129,22.4505577087402,906,436,"674549","Mollisols","Xerolls","Argixerolls","Calcic Argixerolls","Xer","Arg",107,127,103,560,740,900,16,76,71,63,51,38,35,28,183,154,917,12,35,"mixed",NA,"740","16","76","71","63","51","38","35","28","183","154","917","12","35","mixed",NA
-111.40084,38.264175,1,2062,3.76195096969604,5.06658411026001,907,436,"674549","Mollisols","Xerolls","Argixerolls","Calcic Argixerolls","Xer","Arg",107,127,103,560,740,900,16,76,71,63,51,38,35,28,183,154,917,12,35,"mixed",NA,"740","16","76","71","63","51","38","35","28","183","154","917","12","35","mixed",NA
-110.82925,38.264752,0,1501,0.385469675064087,79.59228515625,908,434,"674529","Aridisols","Calcids","Haplocalcids","Typic Haplocalcids","Cal","Hap",103,105,120,740,836,960,4,94,91,75,44,60,25,16,63,157,2822,9,39,"mixed","calcareous","836","4","94","91","75","44","60","25","16","63","157","2822","9","39","mixed","calcareous"
-110.714938,38.26453,0,1441,1.28968131542206,329.743560791016,909,570,"674530","Entisols","Psamments","Torripsamments","Typic Torripsamments","Psa","Tor",104,116,131,740,838,900,5,91,89,69,38,65,23,12,50,162,9174,7,39,"mixed","calcareous","838","5","91","89","69","38","65","23","12","50","162","9174","7","39","mixed","calcareous"
-107.480949,38.265698,0,3106,11.9554643630981,73.9692764282227,910,1008,"659542","Alfisols","Cryalfs","Glossocryalfs","Ustic Glossocryalfs","Cry","Glo",101,107,118,450,636,840,31,74,70,62,49,40,28,29,75,154,2822,10,31,"smectitic",NA,"636","31","74","70","62","49","40","28","29","75","154","2822","10","31","smectitic",NA
-109.68629,38.25752,0,1887,10.8064565658569,207.652816772461,911,945,"674479","Entisols","Orthents","Torriorthents","Ustic Torriorthents","Ort","Tor",104,115,131,740,844,900,33,77,59,48,27,63,19,18,112,160,7762,5,18,"not used",NA,"844","33","77","59","48","27","63","19","18","112","160","7762","5","18","not used",NA
-109.45795,38.254748,1,1702,1.55358791351318,44.1930694580078,912,956,"674482",NA,NA,NA,NA,"non","non",100,100,100,740,835,900,6,76,71,54,31,70,15,15,75,0,0,0,0,"mixed","calcareous","835","6","76","71","54","31","70","15","15","75",NA,NA,NA,"na","mixed","calcareous"
-109.343193,38.252958,1,1856,4.69354104995728,199.805969238281,913,1011,"659756","Entisols","Orthents","Torriorthents","Lithic Ustic Torriorthents","Ort","Tor",104,115,131,740,819,900,2,91,90,71,39,69,18,13,86,138,2822,9,36,"mixed","calcareous","819","2","91","90","71","39","69","18","13","86","138","2822","9","36","mixed","calcareous"
-109.286328,38.252403,1,2113,2.06951951980591,347.262176513672,914,1011,"659756","Entisols","Orthents","Torriorthents","Lithic Ustic Torriorthents","Ort","Tor",104,115,131,740,819,900,2,91,90,71,39,69,18,13,86,138,2822,9,36,"mixed","calcareous","819","2","91","90","71","39","69","18","13","86","138","2822","9","36","mixed","calcareous"
-108.052118,38.254821,0,2915,2.64076995849609,71.034553527832,915,659,"659557","Inceptisols","Cryepts","Eutrocryepts","Typic Eutrocryepts","Cry","Eut",106,107,114,450,596,730,30,68,62,54,36,53,26,21,93,178,917,5,0,"mixed",NA,"596","30","68","62","54","36","53","26","21","93","178","917","5","na","mixed",NA
-110.292135,38.244742,1,1878,2.8620285987854,323.346771240234,916,563,"674537","Aridisols","Cambids","Haplocambids","Ustic Haplocambids","Cam","Hap",103,106,120,740,823,900,3,93,91,76,38,74,17,9,72,152,2822,10,42,"mixed",NA,"823","3","93","91","76","38","74","17","9","72","152","2822","10","42","mixed",NA
-110.223538,38.244326,1,1959,2.5091826915741,160.559967041016,917,563,"674537","Aridisols","Cambids","Haplocambids","Ustic Haplocambids","Cam","Hap",103,106,120,740,823,900,3,93,91,76,38,74,17,9,72,152,2822,10,42,"mixed",NA,"823","3","93","91","76","38","74","17","9","72","152","2822","10","42","mixed",NA
-108.886646,38.245776,1,1919,5.88963079452515,196.347213745117,918,1013,"659531","Aridisols","Argids","Haplargids","Ustic Haplargids","Arg","Hap",103,104,120,660,792,900,1,96,96,82,53,59,24,17,87,141,2822,16,46,"mixed",NA,"792","1","96","96","82","53","59","24","17","87","141","2822","16","46","mixed",NA
-110.109364,38.243451,1,1932,5.87732028961182,171.550994873047,919,563,"674537","Aridisols","Cambids","Haplocambids","Ustic Haplocambids","Cam","Hap",103,106,120,740,823,900,3,93,91,76,38,74,17,9,72,152,2822,10,42,"mixed",NA,"823","3","93","91","76","38","74","17","9","72","152","2822","10","42","mixed",NA
-108.544041,38.239156,1,1762,1.54780256748199,88.2816390991211,920,985,"659531","Aridisols","Argids","Haplargids","Ustic Haplargids","Arg","Hap",103,104,120,660,792,900,1,96,96,82,53,59,24,17,87,141,2822,16,46,"mixed",NA,"792","1","96","96","82","53","59","24","17","87","141","2822","16","46","mixed",NA
-107.571617,38.236092,0,3035,10.3982849121094,69.4044723510742,921,1125,"659556","Alfisols","Cryalfs","Haplocryalfs","Mollic Haplocryalfs","Cry","Hap",101,107,120,450,631,730,29,69,64,59,45,39,35,26,64,0,42300,0,0,"mixed",NA,"631","29","69","64","59","45","39","35","26","64",NA,"42300","0","na","mixed",NA
-108.258698,38.232921,1,2190,6.24142074584961,150.807968139648,922,1124,"659553","Entisols","Orthents","Torriorthents",NA,"Ort","Tor",104,115,131,740,804,840,12,88,83,78,68,29,35,36,112,154,282,12,38,"not used","calcareous","804","12","88","83","78","68","29","35","36","112","154","282","12","38","not used","calcareous"
-107.856718,38.230142,1,2502,2.49983620643616,8.18023014068604,923,955,"659549","Mollisols","Ustolls","Argiustolls","Typic Argiustolls","Ust","Arg",107,125,103,610,714,840,24,88,85,77,64,34,33,33,141,142,917,17,43,"smectitic",NA,"714","24","88","85","77","64","34","33","33","141","142","917","17","43","smectitic",NA
-111.343359,38.219339,1,2213,2.42173910140991,24.9284744262695,924,436,"674549","Mollisols","Xerolls","Argixerolls","Calcic Argixerolls","Xer","Arg",107,127,103,560,740,900,16,76,71,63,51,38,35,28,183,154,917,12,35,"mixed",NA,"740","16","76","71","63","51","38","35","28","183","154","917","12","35","mixed",NA
-111.229199,38.21959,1,1934,5.83313655853271,70.7028045654297,925,435,"674543","Entisols","Orthents","Torriorthents","Lithic Ustic Torriorthents","Ort","Tor",104,115,131,740,804,900,5,85,81,64,46,64,14,21,75,146,2822,9,35,"mixed (calcareous)",NA,"804","5","85","81","64","46","64","14","21","75","146","2822","9","35","mixed",NA
-111.114947,38.219784,0,1633,0.920965552330017,21.1757392883301,926,600,"674533",NA,NA,NA,NA,"non","non",100,100,100,740,828,900,2,91,85,69,50,52,28,19,65,0,0,0,0,"mixed","calcareous","828","2","91","85","69","50","52","28","19","65",NA,NA,NA,"na","mixed","calcareous"
-111.057839,38.219798,0,1496,1.94809472560883,237.319442749023,927,600,"674533",NA,NA,NA,NA,"non","non",100,100,100,740,828,900,2,91,85,69,50,52,28,19,65,0,0,0,0,"mixed","calcareous","828","2","91","85","69","50","52","28","19","65",NA,NA,NA,"na","mixed","calcareous"
-110.600876,38.219135,0,1472,0.82244199514389,318.814086914062,928,577,"674529","Aridisols","Calcids","Haplocalcids","Typic Haplocalcids","Cal","Hap",103,105,120,740,836,960,4,94,91,75,44,60,25,16,63,157,2822,9,39,"mixed","calcareous","836","4","94","91","75","44","60","25","16","63","157","2822","9","39","mixed","calcareous"
-108.384504,38.227181,1,2083,0.690809786319733,195.592803955078,929,1015,"659531","Aridisols","Argids","Haplargids","Ustic Haplargids","Arg","Hap",103,104,120,660,792,900,1,96,96,82,53,59,24,17,87,141,2822,16,46,"mixed",NA,"792","1","96","96","82","53","59","24","17","87","141","2822","16","46","mixed",NA
-111.514795,38.218687,0,3127,9.91142845153809,23.4544258117676,930,593,"674697","Alfisols","Ustalfs","Haplustalfs","Typic Haplustalfs","Ust","Hap",101,125,120,560,718,840,18,71,66,59,47,37,35,28,264,144,917,12,32,"not used",NA,"718","18","71","66","59","47","37","35","28","264","144","917","12","32","not used",NA
-110.486639,38.21869,0,1514,7.16649436950684,56.5659446716309,931,576,"674535","Entisols","Psamments","Torripsamments","Ustic Torripsamments","Psa","Tor",104,116,131,740,834,900,0,100,100,84,30,78,16,6,50,152,9174,9,43,"mixed",NA,"834","0","100","100","84","30","78","16","6","50","152","9174","9","43","mixed",NA
-110.372405,38.218135,0,1475,3.7690327167511,15.0902986526489,932,576,"674535","Entisols","Psamments","Torripsamments","Ustic Torripsamments","Psa","Tor",104,116,131,740,834,900,0,100,100,84,30,78,16,6,50,152,9174,9,43,"mixed",NA,"834","0","100","100","84","30","78","16","6","50","152","9174","9","43","mixed",NA
-110.143938,38.216707,1,1967,2.15883946418762,69.2277450561523,933,563,"674537","Aridisols","Cambids","Haplocambids","Ustic Haplocambids","Cam","Hap",103,106,120,740,823,900,3,93,91,76,38,74,17,9,72,152,2822,10,42,"mixed",NA,"823","3","93","91","76","38","74","17","9","72","152","2822","10","42","mixed",NA
-109.972587,38.215242,0,1551,0.99493271112442,143.219207763672,934,580,"674535","Entisols","Psamments","Torripsamments","Ustic Torripsamments","Psa","Tor",104,116,131,740,834,900,0,100,100,84,30,78,16,6,50,152,9174,9,43,"mixed",NA,"834","0","100","100","84","30","78","16","6","50","152","9174","9","43","mixed",NA
-109.572907,38.211134,0,1584,6.54338884353638,351.946228027344,935,1018,"674478","Entisols","Fluvents","Torrifluvents","Typic Torrifluvents","Flu","Tor",104,110,131,740,837,900,0,98,96,79,32,82,10,9,41,136,2822,11,47,"mixed","calcareous","837","0","98","96","79","32","82","10","9","41","136","2822","11","47","mixed","calcareous"
-109.515995,38.210428,1,1847,3.4208869934082,220.41877746582,936,1003,"674484",NA,NA,NA,NA,"non","non",100,100,100,740,835,900,6,82,78,60,34,70,15,15,75,0,0,0,0,"mixed","calcareous","835","6","82","78","60","34","70","15","15","75",NA,NA,NA,"na","mixed","calcareous"
-109.344312,38.208177,1,1825,0.15319262444973,225,937,1011,"659756","Entisols","Orthents","Torriorthents","Lithic Ustic Torriorthents","Ort","Tor",104,115,131,740,819,900,2,91,90,71,39,69,18,13,86,138,2822,9,36,"mixed","calcareous","819","2","91","90","71","39","69","18","13","86","138","2822","9","36","mixed","calcareous"
-109.230439,38.206534,1,2128,1.95397710800171,246.68229675293,938,1011,"659756","Entisols","Orthents","Torriorthents","Lithic Ustic Torriorthents","Ort","Tor",104,115,131,740,819,900,2,91,90,71,39,69,18,13,86,138,2822,9,36,"mixed","calcareous","819","2","91","90","71","39","69","18","13","86","138","2822","9","36","mixed","calcareous"
-109.002136,38.20268,1,1913,3.77906346321106,358.711364746094,939,1011,"659756","Entisols","Orthents","Torriorthents","Lithic Ustic Torriorthents","Ort","Tor",104,115,131,740,819,900,2,91,90,71,39,69,18,13,86,138,2822,9,36,"mixed","calcareous","819","2","91","90","71","39","69","18","13","86","138","2822","9","36","mixed","calcareous"
-109.835807,38.196013,1,1523,2.11434197425842,311.737976074219,940,1118,"674482",NA,NA,NA,NA,"non","non",100,100,100,740,835,900,6,76,71,54,31,70,15,15,75,0,0,0,0,"mixed","calcareous","835","6","76","71","54","31","70","15","15","75",NA,NA,NA,"na","mixed","calcareous"
-108.659705,38.196439,1,1937,7.28970670700073,8.43804931640625,941,1124,"659553","Entisols","Orthents","Torriorthents",NA,"Ort","Tor",104,115,131,740,804,840,12,88,83,78,68,29,35,36,112,154,282,12,38,"not used","calcareous","804","12","88","83","78","68","29","35","36","112","154","282","12","38","not used","calcareous"
-108.317483,38.189085,1,2136,2.69458675384521,17.7070922851562,942,1024,"659554","Inceptisols","Ustepts","Calciustepts","Lithic Calciustepts","Ust","Cal",106,125,104,610,755,840,5,90,86,75,57,42,30,28,160,142,917,16,41,"mixed","calcareous","755","5","90","86","75","57","42","30","28","160","142","917","16","41","mixed","calcareous"
-107.798103,38.186442,0,2412,6.23476123809814,177.165893554688,943,955,"659549","Mollisols","Ustolls","Argiustolls","Typic Argiustolls","Ust","Arg",107,125,103,610,714,840,24,88,85,77,64,34,33,33,141,142,917,17,43,"smectitic",NA,"714","24","88","85","77","64","34","33","33","141","142","917","17","43","smectitic",NA
-107.569752,38.191846,0,3154,3.81990098953247,97.6712188720703,944,1021,"659535",NA,NA,NA,NA,"non","non",100,100,100,510,624,730,35,60,53,40,32,48,33,17,70,0,14114,5,0,"not used",NA,"624","35","60","53","40","32","48","33","17","70",NA,"14114","5","na","not used",NA
-107.512502,38.192987,0,2882,8.75266551971436,330.984436035156,945,1125,"659556","Alfisols","Cryalfs","Haplocryalfs","Mollic Haplocryalfs","Cry","Hap",101,107,120,450,631,730,29,69,64,59,45,39,35,26,64,0,42300,0,0,"mixed",NA,"631","29","69","64","59","45","39","35","26","64",NA,"42300","0","na","mixed",NA
-109.596289,38.184327,1,1913,8.95060062408447,251.036849975586,946,1028,"674484",NA,NA,NA,NA,"non","non",100,100,100,740,835,900,6,82,78,60,34,70,15,15,75,0,0,0,0,"mixed","calcareous","835","6","82","78","60","34","70","15","15","75",NA,NA,NA,"na","mixed","calcareous"
